YYYY MM DD     X              Y              Z        mX       mY     mZ
2020 12 21 3891058.72047 1298685.65829 4868051.67524 0.00041 0.00020 0.00050
2020 12 22 3891058.72049 1298685.65763 4868051.67503 0.00048 0.00026 0.00056
2020 12 23 3891058.71714 1298685.65127 4868051.66664 0.00046 0.00025 0.00055
2020 12 24 3891058.71460 1298685.65752 4868051.66814 0.00046 0.00022 0.00055
2020 12 25 3891058.71872 1298685.65787 4868051.67209 0.00039 0.00019 0.00046
2020 12 26 3891058.71286 1298685.65602 4868051.66142 0.00048 0.00022 0.00056
2020 12 27 3891058.70027 1298685.65251 4868051.64617 0.00059 0.00028 0.00069
2020 12 28 3891058.70529 1298685.65527 4868051.65037 0.00061 0.00029 0.00071
2020 12 29 3891058.70948 1298685.65464 4868051.65591 0.00065 0.00032 0.00073
2020 12 30 3891058.71167 1298685.65456 4868051.65951 0.00046 0.00022 0.00054
2020 12 31 3891058.71820 1298685.66146 4868051.65797 0.00050 0.00030 0.00057
2021 1 1 3891058.70847 1298685.65186 4868051.65769 0.00041 0.00020 0.00050
2021 1 2 3891058.71568 1298685.65384 4868051.65444 0.00041 0.00020 0.00050
2021 1 3 3891058.70973 1298685.65402 4868051.65047 0.00055 0.00026 0.00064
2021 1 4 3891058.71841 1298685.65912 4868051.65730 0.00050 0.00024 0.00059
2021 1 5 3891058.71600 1298685.65465 4868051.65934 0.00049 0.00026 0.00055
2021 1 6 3891058.71338 1298685.65376 4868051.65501 0.00042 0.00021 0.00050
2021 1 7 3891058.70572 1298685.65153 4868051.64705 0.00044 0.00021 0.00053
2021 1 8 3891058.71183 1298685.65355 4868051.65081 0.00050 0.00024 0.00059
2021 1 9 3891058.70658 1298685.65480 4868051.64502 0.00055 0.00026 0.00064
2021 1 10 3891058.70494 1298685.65214 4868051.63994 0.00049 0.00024 0.00060
2021 1 11 3891058.70005 1298685.65120 4868051.63494 0.00050 0.00023 0.00059
2021 1 12 3891058.70289 1298685.65108 4868051.63616 0.00051 0.00024 0.00060
2021 1 13 3891058.70141 1298685.65135 4868051.63523 0.00050 0.00024 0.00058
2021 1 14 3891058.71021 1298685.65314 4868051.64354 0.00046 0.00022 0.00053
2021 1 15 3891058.70471 1298685.64959 4868051.63717 0.00049 0.00024 0.00058
2021 1 16 3891058.70170 1298685.65010 4868051.63205 0.00047 0.00022 0.00055
2021 1 17 3891058.70978 1298685.65449 4868051.64420 0.00044 0.00024 0.00052
2021 1 18 3891058.71126 1298685.65143 4868051.64347 0.00042 0.00021 0.00051
2021 1 19 3891058.70701 1298685.65175 4868051.63929 0.00045 0.00022 0.00053
2021 1 20 3891058.70940 1298685.65065 4868051.63643 0.00054 0.00028 0.00064
2021 1 21 3891058.70736 1298685.65111 4868051.63553 0.00052 0.00027 0.00062
2021 1 22 3891058.70681 1298685.65295 4868051.63214 0.00056 0.00027 0.00066
2021 1 23 3891058.71637 1298685.65414 4868051.64202 0.00051 0.00026 0.00063
2021 1 24 3891058.71312 1298685.65104 4868051.64251 0.00048 0.00025 0.00057
2021 1 25 3891058.71090 1298685.65259 4868051.63701 0.00044 0.00024 0.00053
2021 1 26 3891058.71194 1298685.64943 4868051.63495 0.00041 0.00020 0.00048
2021 1 27 3891058.70773 1298685.64996 4868051.62979 0.00042 0.00020 0.00049
2021 1 28 3891058.71003 1298685.64975 4868051.63215 0.00041 0.00020 0.00049
2021 1 29 3891058.71497 1298685.65424 4868051.63415 0.00039 0.00020 0.00048
2021 1 30 3891058.70849 1298685.64935 4868051.62694 0.00042 0.00021 0.00052
2021 1 31 3891058.70586 1298685.64873 4868051.62561 0.00043 0.00022 0.00053
2021 2 1 3891058.70876 1298685.64963 4868051.62701 0.00045 0.00023 0.00053
2021 2 2 3891058.70857 1298685.64818 4868051.62384 0.00049 0.00027 0.00057
2021 2 3 3891058.71094 1298685.65053 4868051.62449 0.00059 0.00035 0.00067
2021 2 4 3891058.70786 1298685.64742 4868051.62369 0.00040 0.00019 0.00047
2021 2 5 3891058.70565 1298685.64750 4868051.61873 0.00040 0.00020 0.00048
2021 2 6 3891058.70345 1298685.64776 4868051.61866 0.00046 0.00030 0.00054
2021 2 7 3891058.70354 1298685.64805 4868051.61850 0.00065 0.00038 0.00070
2021 2 8 3891058.70635 1298685.64678 4868051.61932 0.00041 0.00021 0.00050
2021 2 9 3891058.70295 1298685.64402 4868051.61291 0.00041 0.00020 0.00051
2021 2 10 3891058.70596 1298685.64523 4868051.61666 0.00038 0.00018 0.00046
2021 2 11 3891058.70674 1298685.64532 4868051.61755 0.00034 0.00016 0.00039
2021 2 12 3891058.70451 1298685.64244 4868051.61227 0.00046 0.00026 0.00052
2021 2 13 3891058.70249 1298685.64468 4868051.60957 0.00041 0.00020 0.00048
2021 2 14 3891058.70056 1298685.64450 4868051.60887 0.00049 0.00026 0.00054
2021 2 15 3891058.69897 1298685.64386 4868051.60470 0.00049 0.00026 0.00057
2021 2 16 3891058.70046 1298685.64409 4868051.60442 0.00061 0.00033 0.00066
2021 2 17 3891058.70251 1298685.64397 4868051.60751 0.00046 0.00023 0.00054
2021 2 18 3891058.70013 1298685.64466 4868051.60402 0.00066 0.00035 0.00077
2021 2 19 3891058.69976 1298685.64112 4868051.59719 0.00045 0.00022 0.00054
2021 2 20 3891058.69964 1298685.63652 4868051.59518 0.00044 0.00022 0.00051
2021 2 21 3891058.69774 1298685.64319 4868051.59587 0.00050 0.00027 0.00056
2021 2 22 3891058.69757 1298685.64101 4868051.59763 0.00061 0.00030 0.00069
2021 2 23 3891058.69884 1298685.63098 4868051.59592 0.00058 0.00030 0.00065
2021 2 24 3891058.70049 1298685.63952 4868051.59470 0.00041 0.00020 0.00050
2021 2 25 3891058.69895 1298685.63904 4868051.58979 0.00040 0.00020 0.00050
2021 2 26 3891058.70294 1298685.64185 4868051.59766 0.00045 0.00023 0.00055
2021 2 27 3891058.69519 1298685.64304 4868051.59240 0.00064 0.00035 0.00067
2021 2 28 3891058.69879 1298685.63661 4868051.58937 0.00048 0.00023 0.00054
2021 3 1 3891058.69784 1298685.63803 4868051.58756 0.00048 0.00024 0.00057
2021 3 2 3891058.69936 1298685.63971 4868051.59231 0.00044 0.00022 0.00053
2021 3 3 3891058.69840 1298685.63802 4868051.58586 0.00044 0.00020 0.00051
2021 3 4 3891058.69788 1298685.63689 4868051.58418 0.00042 0.00022 0.00052
2021 3 5 3891058.70017 1298685.63554 4868051.58601 0.00040 0.00021 0.00049
2021 3 6 3891058.69678 1298685.63512 4868051.58238 0.00037 0.00018 0.00044
2021 3 7 3891058.69575 1298685.63464 4868051.58074 0.00037 0.00018 0.00042
2021 3 8 3891058.69554 1298685.63434 4868051.58001 0.00035 0.00017 0.00041
2021 3 9 3891058.69453 1298685.63496 4868051.57806 0.00040 0.00020 0.00047
2021 3 10 3891058.69663 1298685.63518 4868051.57764 0.00034 0.00016 0.00039
2021 3 11 3891058.69750 1298685.63523 4868051.57442 0.00047 0.00023 0.00057
2021 3 12 3891058.68252 1298685.62726 4868051.56342 0.00074 0.00035 0.00080
2021 3 13 3891058.69406 1298685.63245 4868051.57168 0.00048 0.00025 0.00057
2021 3 14 3891058.69540 1298685.63703 4868051.57574 0.00053 0.00027 0.00062
2021 3 15 3891058.69624 1298685.63603 4868051.57575 0.00047 0.00023 0.00058
2021 3 16 3891058.68898 1298685.63775 4868051.56998 0.00051 0.00026 0.00056
2021 3 17 3891058.69758 1298685.63227 4868051.57348 0.00041 0.00021 0.00050
2021 3 18 3891058.69588 1298685.63552 4868051.57096 0.00040 0.00020 0.00050
2021 3 19 3891058.70183 1298685.63594 4868051.57549 0.00042 0.00020 0.00050
2021 3 20 3891058.69332 1298685.63234 4868051.56530 0.00040 0.00019 0.00047
2021 3 21 3891058.69570 1298685.63535 4868051.56698 0.00049 0.00023 0.00060
2021 3 22 3891058.69540 1298685.63055 4868051.56611 0.00051 0.00025 0.00062
2021 3 23 3891058.69246 1298685.63069 4868051.56389 0.00043 0.00023 0.00051
2021 3 24 3891058.69184 1298685.63040 4868051.56022 0.00042 0.00020 0.00050
2021 3 25 3891058.69248 1298685.62909 4868051.55905 0.00045 0.00022 0.00056
2021 3 26 3891058.69233 1298685.62906 4868051.55750 0.00048 0.00026 0.00057
2021 3 27 3891058.69045 1298685.62675 4868051.55424 0.00048 0.00024 0.00059
2021 3 28 3891058.69011 1298685.62791 4868051.55204 0.00044 0.00021 0.00052
2021 3 29 3891058.68796 1298685.62598 4868051.54850 0.00048 0.00026 0.00055
2021 3 30 3891058.68801 1298685.62760 4868051.54814 0.00049 0.00025 0.00057
2021 3 31 3891058.67324 1298685.62159 4868051.52911 0.00095 0.00066 0.00118
